Timestamp,Camelina01 - Daily Transpiration (g),Camelina02 - Daily Transpiration (g),Camelina03 - Daily Transpiration (g),Camelina04 - Daily Transpiration (g),Camelina05 - Daily Transpiration (g),Camelina06 - Daily Transpiration (g),Camelina07 - Daily Transpiration (g),Camelina08 - Daily Transpiration (g),Camelina09 - Daily Transpiration (g),Camelina10 - Daily Transpiration (g),Camelina11 - Daily Transpiration (g),Camelina12 - Daily Transpiration (g),Camelina13 - Daily Transpiration (g),Camelina14 - Daily Transpiration (g),Camelina15 - Daily Transpiration (g),Camelina16 - Daily Transpiration (g),Camelina17 - Daily Transpiration (g),Camelina18 - Daily Transpiration (g),Camelina19 - Daily Transpiration (g),Camelina20 - Daily Transpiration (g),Camelina21 - Daily Transpiration (g),Camelina22 - Daily Transpiration (g),Camelina23 - Daily Transpiration (g),Camelina24 - Daily Transpiration (g),Camelina25 - Daily Transpiration (g),Camelina26 - Daily Transpiration (g),Camelina27 - Daily Transpiration (g),Camelina28 - Daily Transpiration (g),Camelina29 - Daily Transpiration (g),Camelina30 - Daily Transpiration (g),Camelina31 - Daily Transpiration (g),Camelina32 - Daily Transpiration (g),Camelina33 - Daily Transpiration (g),Camelina34 - Daily Transpiration (g),Camelina35 - Daily Transpiration (g),Camelina36 - Daily Transpiration (g),Camelina37 - Daily Transpiration (g),Camelina38 - Daily Transpiration (g),Camelina39 - Daily Transpiration (g),Camelina40 - Daily Transpiration (g),Camelina41 - Daily Transpiration (g),Camelina42 - Daily Transpiration (g),Camelina43 - Daily Transpiration (g),Camelina44 - Daily Transpiration (g),Camelina45 - Daily Transpiration (g),Camelina46 - Daily Transpiration (g),Camelina47 - Daily Transpiration (g),Camelina48 - Daily Transpiration (g),Camelina49 - Daily Transpiration (g),Camelina50 - Daily Transpiration (g)
2025-06-30T00:00:00,64.8,59.02,102.61,66.98,76.57,76.06,100.44,60.16,76.57,69.67,104.95,92.54,76.3,74.19,114.63,96.57,77.63,100.5,67.16,63.95,85.49,94.1,75.14,74.57,79.68,81.62,77.07,89.62,72.85,81.95,65.33,95.82,76.86,78.45,117.08,72.77,67.21,72.05,82.19,86.85,67.36,76.97,102.72,82.33,99.31,88.25,76.96,85.09,83.13,119.12
2025-07-01T00:00:00,57.71,59.83,103.89,70.65,78.75,79.01,99.46,61.27,78.51,67.82,103.23,95.85,78.59,78.72,119.24,102.91,75.9,99.82,71.35,63.43,89.16,88.91,79.59,79.99,86.39,83.74,77.08,91.64,77.5,88.78,72.86,93.67,74.74,73.87,118.47,80.48,70.5,74.45,84.93,86.45,68.26,77.6,96.23,90.05,99.81,94.76,82.01,80.41,87.84,119.96
2025-07-02T00:00:00,66.45,67.39,118.75,76.94,84.26,87.6,112.16,66.98,89.62,78.7,118.35,111.3,93.24,89.91,135.01,115.54,85.71,114.35,82.71,73.24,99.74,103.65,6732.16,95.65,100.23,91.88,88.15,99.58,89.7,97.47,82.94,105.48,84.36,89.38,132.93,88.08,78.49,80.76,96.53,96.38,74.78,84.8,107.05,96.38,112.1,105.93,91.74,95.33,100.77,133.69
2025-07-03T00:00:00,68.36,67.52,121.89,78.76,89.25,88.51,114.62,62.64,96.17,81.21,122.18,115.62,99.99,89.63,139.35,117.07,88.12,122.85,80.46,74.89,101.38,107.75,0,92.79,107.21,94.17,93.73,101.83,95.19,100.59,86,107.97,86.1,88.26,137.17,85.48,79.38,83.69,99.4,100.88,76.92,88.42,106.73,100.05,115.53,105.95,91.63,96.6,106.98,135.6
2025-07-04T00:00:00,67.17,62.43,98.34,56.98,85.11,80.05,103.4,54.58,90.75,72.01,113.8,112.67,102.88,79.9,134.89,109.19,80.35,106.87,68.98,65.56,97.5,98.62,0,81.86,109.8,84.11,85.95,96.65,97.03,84.71,81.25,94.09,81.96,79.14,114.88,71.67,75.28,72.35,88.59,90.86,61.94,78,108.93,94.2,110.93,90.72,79.99,94.57,100.12,126.92
2025-07-05T00:00:00,73.99,56.08,83.87,55.57,90.17,75.54,89.38,50.95,95.87,73.1,107.88,114.89,111.14,86.46,128.16,102.85,85.37,97.01,67.7,70.4,100.59,94.01,-6475.64,83.74,112.4,81.7,84.46,100.8,99.71,79.73,92.06,98.4,84.17,73.2,95.71,70.16,71.75,70.75,77.69,80.44,58.33,79.59,120.68,87.68,100.61,86.6,78.18,100.99,93.03,114.69
2025-07-06T00:00:00,68.02,50.79,80.73,55.55,86.22,71.13,90.57,48.5,89.23,72.59,97.88,112.93,108.83,95.69,124.99,98.59,82.31,95.52,67.5,68.92,100.04,91.09,49.86,83.35,110.96,81.12,81.64,93.23,102.54,79.3,88.64,88.1,82.69,70.67,91.95,68.76,71.26,67.09,75.21,77.86,56.43,77.72,117.57,86.48,99.33,85.96,74.77,98.14,88,109.4
2025-07-07T00:00:00,63.32,60.34,103.83,66.34,85.55,78.51,111.72,54.21,91.69,79.96,113.4,119.7,102.87,95.67,144.42,120.3,80.42,116.08,73.42,72.04,103.8,107.55,59.79,86.03,115.59,88.12,89.11,94.95,100.77,89.15,93.43,94.52,90.99,86.42,123.14,78.53,80.44,74.56,93.68,100.97,64.12,81.37,108.02,96.36,115.46,96.96,84.08,92.78,104.73,124.44
2025-07-08T00:00:00,88.43,88.4,161.01,94.42,113.97,108.33,156.61,71.6,122.51,110.62,166.94,160.57,135.21,132.47,195.57,168.01,113.59,167.53,101.83,101.66,139.66,153.62,85.94,120.65,150.4,119.54,127.72,131.68,130.61,122.11,129.41,136.47,121.63,123.55,176.47,110.67,109.59,105.72,139.05,143.69,93.15,111.46,143.81,134.14,158.4,131.43,111.9,125.34,141.94,176.15
2025-07-09T00:00:00,90.07,93.47,170.84,97.6,122.04,113.49,166.23,78.52,133.41,123.09,177.37,172.49,148.28,143.66,208.51,178.63,122.31,184.91,110.09,108.96,153.31,168.14,95.02,130.94,163.21,130.51,142.81,137.57,142.76,130.73,139.12,142.66,130.46,133.62,189.57,119.38,116.8,114.11,155.9,155.36,101.11,117.28,156.05,148.76,176.22,139.43,121.28,137.08,154.14,191.06
2025-07-10T00:00:00,82.49,62.86,104.79,65.3,107.93,83.6,113.39,55.84,112.47,98.42,127.88,137.81,141.64,110.89,145.56,129.66,107.61,121.11,84.48,86.09,123.33,115.95,76.15,101.25,143.65,103.12,110.86,106.02,135.11,97.06,111.87,102.98,107.85,93.31,119.27,91.75,95.04,82.32,103.94,105.12,73.69,100.04,148.31,108.46,125.84,107.2,98.41,127.25,111.22,130.88
2025-07-11T00:00:00,75.57,80.46,144.04,80.39,93.94,84.62,127.15,60.4,112.85,105.92,151.74,146.93,111.67,96.36,150.72,128.68,112.46,161.69,97.71,100.13,121.96,135.7,75.32,104.74,149.64,114.82,123.01,124.14,123.83,105.98,107.06,107.74,114.44,122.74,165.14,106.84,92.25,85.1,117.51,123.43,73.42,104.97,140.18,133.47,156.88,107.13,89.18,114.07,119.88,137.04
2025-07-12T00:00:00,88.28,89.5,166.88,89.93,92.58,84.06,124.39,59.69,126.96,125.6,163.51,166.11,110.68,93.38,145.59,126.09,127.16,181.38,107.62,114.9,125.31,130.25,72.79,106.38,166.72,132.84,130.37,135.75,122.74,104.9,101.88,109.44,137.22,135.63,187.88,123.48,92.41,88.01,116.63,121.27,74.29,123.39,163.11,148.69,173.4,109.15,89.39,116.65,117.71,134.27
2025-07-13T00:00:00,86.46,93.82,174.03,92.71,82.6,77.53,118.67,55.64,125.78,126.88,161,168.17,95.26,82.02,135.33,114.16,122.04,184.92,113.49,117.87,113.99,126.08,66.66,96.84,165.8,132.82,129.74,140.13,109,92.09,93.84,100.81,136.36,144.35,190.36,124.86,81.32,78.08,108.47,117.01,69.43,122.4,161.13,153.52,180.69,97.67,77.57,102.24,106.02,124.36
2025-07-14T00:00:00,94.48,77,122.72,80.77,72.3,62.9,75.87,43.07,126.14,114.33,133.55,161.02,86.78,65.97,100.44,85.45,133.07,149.11,108.7,116.28,112.97,96.18,56.73,84.99,167.74,139.16,122.5,143.2,103.82,77,84.9,85.05,135.21,116.77,139.62,119.42,72.26,60.73,76.05,74.58,56.48,136.34,190.74,140.88,155.23,83.71,71.63,98.04,83.08,91.04
2025-07-15T00:00:00,120.65,102.35,148.98,103.51,85.28,78.86,86.78,50.79,158.02,142.85,173.29,203.29,97.47,77.84,116.59,97.98,163.65,181.74,129.42,139.85,126.81,108.53,65.46,101.44,208.7,174.47,152.58,177.92,123.24,88.27,96.57,107.81,171.04,148.44,169.31,154.39,80.96,76.19,83.16,81.8,65.35,168.01,236.86,174.87,187.89,95.74,84.81,111.81,93.99,101.78
2025-07-16T00:00:00,135.11,112.33,165.57,107.28,91.01,79.1,89.8,47.44,175.5,158.52,187.82,221.02,101.2,74.55,108.11,95.2,168.85,191.43,139.16,145.11,111.87,106.02,57.86,92.15,232.55,178.31,161.55,191.2,120.43,83.77,100.46,108.5,176.67,160.08,180.79,153.79,73.92,74.72,79.17,82.83,60.42,166.65,253.66,187.71,198.13,88.56,77.08,113.74,96.07,99
2025-07-17T00:00:00,117.01,119.25,184.42,113.09,82.12,79.09,97.46,48.31,161.81,154.34,195.4,213.15,86.49,69.7,86.84,95.05,146.08,194.78,138.99,141.44,70.85,105.04,56.28,86.81,215.18,170.95,160.48,181.58,81.27,81.39,91.44,99.48,162.04,171.04,194.39,153.9,70.46,73.15,82.16,89.03,60.28,155.34,210.26,192.95,206.16,89.15,75.32,96.74,105.13,100.12
2025-07-18T00:00:00,134.06,144.84,223.51,145.1,91.18,89.51,118.38,58.77,182.39,180.97,230.07,244.26,95.83,78.33,100.83,108.66,173.53,232.36,164.37,165.35,93.07,116.33,60.29,102.58,246.26,197.44,187.09,207.47,108.72,92.3,102.2,115.68,193.72,205.72,239.96,190.69,76.44,82.28,99.34,108.81,73.41,177.42,233.16,224.77,244.06,100.17,88.03,106.94,120.86,117.57
2025-07-19T00:00:00,140.22,112.49,173.28,119.9,87.55,76.18,91.42,46.88,177.97,157.34,190.75,227.85,96.81,69.87,82.97,92.77,163.89,181.05,141.17,143.18,93.17,86.84,51.79,84.47,233.02,187.66,160.91,191.25,112.09,83.31,94.51,99.02,174.46,161.39,189.86,163.95,73.95,69.58,76.35,81.48,61.95,167.63,243.59,186.99,195.64,90,77.85,106.53,96.58,93.45
2025-07-20T00:00:00,113.4,93.13,143.11,97.44,70.2,58.95,72,38.71,143.94,129.31,162.46,188.81,75.78,55.02,68.91,76.35,128.17,147.54,117.5,118.21,75.76,69.82,39.89,67.22,191.65,158.9,135.65,155.89,90.92,65.01,78.5,78.69,146.97,135.26,158.21,133.05,58.68,54.37,58.73,64.09,48.54,138.44,199.44,161.85,164.94,69.92,61.24,82.9,81.81,77.55
2025-07-21T00:00:00,122.35,109.73,175.51,115.14,71.89,62.88,88.04,43.65,155.15,146.23,186.86,206.67,75.96,61.16,77.45,82.47,136.23,174.03,136.12,134.34,77.86,78.36,43.36,69.39,214.36,174,155.73,177.97,94.69,72.01,83.75,80.96,156.58,167.08,191.78,160.01,62.72,59.79,67.37,76.88,54.57,154.71,204.96,183.7,195.34,79.5,66.65,84.57,89.74,83.08
2025-07-22T00:00:00,134.44,118.23,191.59,138.43,83.3,69.21,93.63,51.42,173.44,169.64,204.33,233.98,88.14,74.21,88.27,91.32,163.4,185.85,163.2,157.79,90.01,84.91,51.3,84.16,230.56,226.74,179.03,206.7,101.68,88.37,95.03,98.25,192.24,184.36,211.84,208.39,78.97,72.28,71.63,78.39,66.46,201.45,238.74,200.46,212.3,100.44,91.04,98.61,98.66,87.58
2025-07-23T00:00:00,191.27,163.56,228.52,151.77,113.92,88.61,105.42,56.76,243.52,204.03,253.27,302.08,119.26,84.46,103.88,113.59,192.91,211.85,175.96,176.26,104.08,92.27,52.74,88.9,317.25,235.95,204.5,250.57,136.36,89.54,113.22,114.92,223.2,222.03,236.59,210.81,76.3,81.92,80.77,86.93,67.58,203.34,301.41,237.28,247.04,103.45,87.67,127.58,113.97,104.84
2025-07-24T00:00:00,171.77,191.99,290.21,180.64,105.71,92.84,129.87,65.99,235.31,232.79,287.41,309.77,110.35,93.29,117.48,125.04,176.26,241.23,195.27,189.48,104.4,100.83,58.51,95.07,304.04,233.8,223.36,248.33,128.31,94.98,116.45,124.03,231.93,264.79,296.79,231.66,74.4,85.97,97.58,109.7,77.48,200.89,261.37,258.35,279.24,105.07,89.67,114.88,128.69,118.56
2025-07-25T00:00:00,175.43,213.41,320.6,192.58,110.91,98.41,143.17,71.63,252.42,259.94,316.51,334.93,116.36,104.26,128.04,136.71,176.21,255.71,207.39,197.87,110.51,102.89,59.47,96.39,314.58,242.25,238.57,254.77,129.72,99.75,120.82,153.11,240.93,289.14,322.97,246.96,77.93,93.74,104.22,123.92,79.73,217.61,263.07,276.64,300.06,108.97,92.51,115.92,140.52,129.44
2025-07-26T00:00:00,172.91,207.34,297.93,182.44,102.88,89.39,133.35,66.81,240.38,244.38,298.88,319.87,117.54,98.87,119.23,129.42,168.11,235.14,194.1,184.13,104.46,93.93,51.51,86.54,303.19,232.35,227.28,245.68,123.36,92.83,112.57,120.8,240.8,274.02,300.17,238.89,73.46,85.38,94.29,115.16,72.42,208.42,249.64,258.63,280.02,103.09,81.91,113.79,127.06,121.33
2025-07-27T00:00:00,158.52,194.23,277.98,168.68,101.63,83.65,122.44,65.58,229.7,230.81,279.8,301.33,115.57,108.62,124.87,130.49,154.08,216.7,265.43,170.67,100.77,83.68,49.13,81.2,281.73,226.05,212.93,228.3,123.33,90.62,112.23,114.16,224.37,252.77,282.35,225.49,73.39,82.81,90.67,109.13,72.25,195.91,233.2,240.78,255.29,100.83,86.28,107.81,122.04,112.79
2025-07-28T00:00:00,235.41,211.3,284.13,184.42,145.5,101.59,130.18,77.47,297.71,257.69,298.98,359.67,166.88,133.51,143.74,150.06,198.93,228.77,198.58,190.81,130.08,91.99,59.7,98.45,360.83,267.73,236.37,274.98,165.63,105.2,141.32,138.22,277.09,264.86,287.1,255.04,97.6,100.48,103.79,116.46,86.01,221.72,297.08,252.31,261.62,118.76,102.6,150.03,134.62,129.69
2025-07-29T00:00:00,211.89,218.39,303.62,190.11,135.39,108.44,145.1,81.99,271.74,255.84,297.41,333.87,153.2,136.92,147.89,151.06,191.51,234.64,196.68,190.4,122.67,99.86,60.43,99.14,324.37,247.23,228.86,256.37,152.03,110.24,136.33,141.23,258.82,269.97,299.25,247.47,97.79,99.45,113.83,125.16,89.82,206.66,255.69,251.03,253.13,114.55,103.88,133.02,135.55,136.21
2025-07-30T00:00:00,199.01,230.45,328.83,202.85,131.32,114,157.96,88.98,257.58,273.57,310.73,334.25,144.94,143.93,160.98,159.74,188.01,249.54,210.23,193.8,122.08,109.68,62.1,103.58,308.49,247.98,236.91,247.06,150.29,118.39,139.14,145.3,262.9,285.83,321.33,256.33,106.6,107.26,130.88,136.99,104.69,216.04,247.85,253.29,264.69,121.97,111.24,128.76,143.33,144.65
2025-07-31T00:00:00,197.97,235.98,327.78,205.02,137.5,117.58,158.52,95.42,258.31,272.93,306.26,328.57,146.24,144.11,163.37,162.69,188.29,241.86,204.35,191.74,120.08,110.69,63.55,101.36,299.31,249.64,234.8,241.88,146.42,121.63,137.28,145.6,267,286.16,317.86,250.72,112.62,109.32,130.53,147.41,104.12,213.61,247.11,252.33,258.03,127.08,107.16,127.49,144.51,147.16
2025-08-01T00:00:00,211.1,255.71,349.17,224.31,147.28,128.26,173.02,108.36,265.2,296.75,323.3,337.6,157.26,153.65,175.45,172.76,185.46,243.47,209.18,196.73,122.91,116.96,67.69,105.17,294.37,251.55,244.42,244.14,151.7,124.19,146.82,162.45,280.19,298.19,332.51,258.4,124.25,118.05,139.35,155.51,110.01,216.13,250.82,262.24,263.51,123.4,115.42,132.05,150.35,154.19
2025-08-02T00:00:00,146.77,173.94,241.35,155.46,100.5,85.88,123.91,71.2,177.67,198.76,221.35,225.04,110.84,110.14,124.19,128.82,113.22,164.52,133.67,120.09,81.76,80.27,43.03,67.04,190.9,160.99,162.29,159.9,102.56,88.63,102.61,109.34,174.69,203.3,229.26,167.23,80.66,79.76,93.9,112.9,71.76,149,163.79,178.04,180.63,86.11,78.97,86.85,100.8,103.99
2025-08-03T00:00:00,206.54,265.27,335.66,227.14,142.99,128.14,171.48,108.82,248.8,286.42,305.04,320.22,155.42,149.21,176.09,171.42,164.38,223.73,186.35,175.25,115.58,107.92,64.59,97.21,275.37,234.95,234.53,230.9,152.38,124.45,141.85,152.88,270.7,288.75,323.65,253.44,115.57,120.83,143.57,147.65,105.07,213.07,236.38,252.23,255.41,121.35,111.73,126.75,144,147.5
2025-08-04T00:00:00,204.32,264.13,323.22,221.9,146.17,133.65,172.43,111.55,242.57,275.22,298.48,311.8,158.97,150.8,176.66,175.98,157.05,219.93,187.68,173.84,117.63,112.1,65.47,99.85,268.49,233.63,233.81,225.35,149.15,125.26,141.71,156.27,265.06,282.09,314.93,241.52,117.67,126.34,138.01,149.63,109.05,214.08,235.07,247.56,254.7,125.36,114.5,128.56,143.77,147.36
2025-08-05T00:00:00,136.13,173.65,201,139.52,100.46,89.86,111.93,72.1,166.38,181.65,191.73,208.52,110.9,101.15,114.88,124.03,93.93,133.51,117.15,103.26,71.74,68.8,44.9,62.49,183.04,153.68,155.09,145.87,98.94,82.83,96.46,104.84,164.26,178.35,196,147.53,80.33,84.01,87.91,103.63,71.05,139.12,157.83,161.31,165.46,86.19,77.15,86.04,96,91.76
