Timestamp,Camelina01 - Weight (g),Camelina02 - Weight (g),Camelina03 - Weight (g),Camelina04 - Weight (g),Camelina05 - Weight (g),Camelina06 - Weight (g),Camelina07 - Weight (g),Camelina08 - Weight (g),Camelina09 - Weight (g),Camelina10 - Weight (g),Camelina11 - Weight (g),Camelina12 - Weight (g),Camelina13 - Weight (g),Camelina14 - Weight (g),Camelina15 - Weight (g),Camelina16 - Weight (g),Camelina17 - Weight (g),Camelina18 - Weight (g),Camelina19 - Weight (g),Camelina20 - Weight (g),Camelina21 - Weight (g),Camelina22 - Weight (g),Camelina23 - Weight (g),Camelina24 - Weight (g),Camelina25 - Weight (g),Camelina26 - Weight (g),Camelina27 - Weight (g),Camelina28 - Weight (g),Camelina29 - Weight (g),Camelina30 - Weight (g),Camelina31 - Weight (g),Camelina32 - Weight (g),Camelina33 - Weight (g),Camelina34 - Weight (g),Camelina35 - Weight (g),Camelina36 - Weight (g),Camelina37 - Weight (g),Camelina38 - Weight (g),Camelina39 - Weight (g),Camelina40 - Weight (g),Camelina41 - Weight (g),Camelina42 - Weight (g),Camelina43 - Weight (g),Camelina44 - Weight (g),Camelina45 - Weight (g),Camelina46 - Weight (g),Camelina47 - Weight (g),Camelina48 - Weight (g),Camelina49 - Weight (g),Camelina50 - Weight (g)
2025-06-20T00:30:00,6839.91,6692.37,6668.07,7652.62,6636.01,7071.28,6783.64,6746.01,6717.11,7014.78,6822.76,7024.09,6908.85,6775.33,6828.01,6920.55,6774.25,6739.6,6754.27,6825.7,6683.41,6944.92,6779.2,6732.8,6636.58,6822.19,6796.41,7585.78,6805.11,6541.89,6952.94,6750.31,6671.55,6909.06,7359.63,6778.14,6749.51,6881.5,6862.79,6729.05,6796.28,6896.45,6640.84,6658.51,6608.7,6723.7,6886.3,6829.31,6597.5,6918.09
2025-06-20T00:33:00,6893.95,6760.44,6721.8,7691.4,6688.78,7133.44,6832.56,6780.59,6777.55,7104.03,6875.99,7092.01,6986.19,6847.67,6881.93,6980.75,6821.18,6805.27,6806.34,6902.38,6752.34,7006.63,6843.49,6797.39,6698.63,6884.49,6867.35,7647.32,6866.11,6613.15,7025.19,6813.23,6747.2,6977.73,7432.13,6823.38,6807.09,6947.37,6920.47,6803.59,6855.1,6952.05,6701.04,6726.47,6671.21,6773.06,6965.72,6899.71,6664.54,6982.14
2025-06-20T00:36:00,6850.26,6710.86,6676.96,7669.72,6644.72,7083.72,6796.53,6758.61,6737.24,7044.39,6840.55,7045.6,6933.03,6791.68,6843.94,6940.55,6782.24,6764.48,6768.21,6844.52,6709.56,6966.81,6799.67,6753.42,6655.46,6846.04,6819.67,7609.73,6818.02,6568.18,6977.25,6775.05,6696.06,6945.78,7387.3,6790.62,6760.51,6907.19,6881.4,6756.36,6819.47,6914.7,6659.78,6682.14,6622.72,6735.32,6919.79,6855.51,6622.31,6944.47
2025-06-20T00:39:00,6845.16,6702.58,6673.1,7666.59,6641.25,7078.22,6794.99,6747.68,6730.24,7039.06,6836.9,7035.36,6924.28,6786.54,6841.11,6934.9,6782.88,6762.11,6767.36,6838.82,6703.36,6958.75,6794.3,6750.5,6651.37,6838.96,6812.48,7604.52,6811.36,6560.21,6967,6765.09,6692.72,6930.36,7379.71,6786.69,6756.86,6901.13,6875.05,6747.07,6815.09,6909.51,6654.05,6673.54,6615.1,6733.25,6909.48,6848.69,6615.81,6933.09
2025-06-20T00:42:00,6844.38,6701.1,6672.75,7666.42,6640.06,7076.88,6792.8,6745.37,6729.79,7032.33,6836.19,7033.4,6920.06,6785.82,6838.77,6933.53,6782.43,6755.93,6767.59,6837.4,6699.98,6955.66,6790.17,6742.83,6649.49,6842.14,6807.96,7601.57,6809.15,6555.59,6963.5,6760.62,6690.23,6923.86,7376.15,6785.63,6755.24,6899.68,6876.6,6741.39,6812.51,6908.25,6653.55,6670.31,6614.39,6730.21,6902.31,6844.99,6612.62,6932.2
2025-06-20T00:45:00,6842.73,6700.23,6673.31,7663.43,6639.89,7077.01,6790.21,6745.4,6725.08,7026.87,6837.11,7030.99,6918.56,6788.24,6836.52,6928.79,6780.58,6753.44,6767.3,6834.76,6697.08,6954.56,6789.81,6742.09,6647.73,6839.67,6808.48,7599.43,6809.13,6555.39,6961.42,6761.35,6688.4,6919.36,7373.01,6783.55,6753.23,6896.78,6875.28,6740.18,6810.36,6905.77,6652.44,6669.15,6613.49,6729.35,6899.12,6844.33,6610.15,6931.84
2025-06-20T00:48:00,6842.25,6698.09,6670.29,7662.9,6639.44,7074.56,6790.87,6745.63,6724.8,7024.11,6836.77,7031.61,6917.08,6786.16,6835.33,6926.97,6771.69,6755.72,6764.95,6832.4,6696.18,6952.22,6786.55,6741.79,6647.05,6837.72,6805.33,7597.8,6807.02,6552.83,6958.87,6756.68,6686.18,6917.28,7371.84,6782.89,6752.77,6896.68,6872.74,6741.63,6809.04,6906.8,6653.4,6669.06,6611.75,6728.88,6898.01,6847.48,6606.79,6930.1
2025-06-20T00:51:00,6840.43,6697.9,6670.12,7663.3,6640.52,7073.95,6789.25,6745.5,6724.13,7022.37,6834.51,7031.53,6916.43,6786.22,6834.77,6928.23,6771.94,6753.33,6765.01,6831.14,6695.23,6954.35,6787.13,6740.67,6646.97,6834.88,6805.02,7596.74,6807.54,6551.27,6957.78,6757.61,6689.76,6918.45,7368.73,6781.61,6751.67,6893.65,6876.85,6739.9,6811.59,6905.72,6651.05,6669.45,6610.65,6728.15,6896.64,6844.02,6605.44,6929.44
2025-06-20T00:54:00,6841.14,6696.92,6671.8,7661.61,6640.08,7073.44,6788.73,6745.01,6723.53,7021.53,6833.41,7030.21,6914.43,6785.15,6832.98,6927.74,6771.46,6752.38,6765.32,6831.34,6693.63,6952.62,6787.19,6739.91,6645.43,6832.41,6804.49,7596.8,6806.56,6550.52,6957.62,6754.17,6687.09,6915.46,7367.49,6781.45,6751.25,6894.67,6871.3,6737.59,6808.87,6904.84,6650.54,6668.5,6611.09,6725.5,6895.63,6842.74,6603.99,6926.8
2025-06-20T00:57:00,6841.86,6697.65,6669.71,7660.15,6640.73,7073.15,6788.39,6746.21,6723.48,7020.42,6832.41,7027.71,6914.64,6783.89,6833.75,6927.2,6773.11,6750.35,6765.05,6830.39,6692.65,6951.39,6784.59,6737.87,6645.21,6832.61,6802.28,7595.96,6807.05,6550.24,6955.97,6755.78,6684.49,6914.32,7368.84,6780.1,6751.89,6892.54,6872.59,6736.66,6805.72,6903.44,6648.91,6669.02,6611.21,6727.2,6894.68,6839.96,6604.02,6927.92
2025-06-20T01:00:00,6842.96,6696.59,6668.54,7660.23,6639.89,7073.21,6787.08,6747.6,6722.65,7021.46,6833.72,7027.93,6914.63,6783.54,6832.74,6927.05,6772.47,6750.36,6764.76,6828.79,6691.08,6951.75,6783.44,6738.02,6646.13,6831.08,6803.08,7595.73,6806.53,6548.65,6955.15,6755.02,6683.23,6915.14,7367.86,6781.25,6751.57,6892.2,6873.11,6736.32,6806.63,6904.04,6650.32,6667.58,6612.33,6726.89,6892.87,6838.49,6604.42,6928.94
2025-06-20T01:03:00,6841.78,6696.09,6671.84,7658.9,6639.14,7072.21,6790.13,6745.14,6721.59,7021.27,6833.68,7028.49,6913.36,6781.53,6833.29,6926.59,6773.27,6750.67,6764.77,6828.88,6691.85,6950.5,6783.93,6741.45,6644.98,6831.75,6802.18,7598.92,6805.12,6548.87,6953.82,6754.22,6683.91,6915.55,7367.11,6781.48,6752.38,6895.6,6871.46,6734.12,6805.98,6902.85,6649.46,6666.52,6610.87,6724.73,6893.12,6838.94,6602.99,6926.54
2025-06-20T01:06:00,6841.92,6696.28,6670.99,7657.8,6639.39,7072.94,6790.48,6746.16,6722.05,7018.84,6833.2,7028.81,6914.46,6782.11,6832.84,6926.35,6773.77,6749.31,6764.3,6828.18,6691.81,6950.58,6784.33,6739.01,6645.73,6830.64,6801.95,7597.78,6805.7,6547.79,6953.7,6755.21,6681.52,6913.8,7366.14,6784.35,6752.02,6893.96,6871.64,6733.01,6804.54,6902.93,6649.15,6667.58,6611.49,6724.69,6892.32,6837.62,6603.06,6925.86
2025-06-20T01:09:00,6841.93,6696.65,6670.81,7657.8,6639.71,7072.14,6790.43,6746.83,6720.32,7019.07,6832.67,7029.4,6915.06,6781.45,6832.56,6924.98,6772.89,6749.22,6764.03,6827.97,6690.04,6948.15,6784.39,6737.25,6644.23,6830.15,6801.95,7597.29,6805.31,6548.84,6954.91,6753.06,6680.71,6913.86,7365.55,6783.8,6752.38,6890.89,6872.62,6733.29,6805.19,6903.23,6649.16,6667.88,6610.83,6723.89,6891.3,6838.06,6602.99,6926.74
2025-06-20T01:12:00,6841.62,6695.99,6670.5,7658.08,6639.97,7072.58,6788.33,6746.28,6720.34,7019.01,6832.53,7028.84,6915.09,6781.81,6832.23,6925.85,6773.64,6750,6763.95,6828.11,6689.84,6948.15,6784.39,6739.5,6644.49,6830.87,6801.46,7597.43,6805.53,6547.5,6953.87,6752.47,6682.85,6914.56,7365.66,6784.13,6751.86,6891.84,6866.68,6733.98,6805.47,6902.28,6648.79,6667.14,6609.59,6722.73,6891.06,6836.14,6603.34,6925.44
2025-06-20T01:15:00,6842.52,6695.53,6670.77,7656.89,6639.6,7072.56,6788.53,6745.37,6719.58,7018.91,6830.98,7029.12,6916.31,6781.8,6833.11,6926.48,6773.53,6745.89,6764.26,6828.37,6689.96,6948.79,6784.46,6739.03,6644.1,6830.32,6802.28,7595.42,6804.97,6546.48,6953.51,6753.11,6681.72,6912.56,7364.62,6780.86,6752.83,6890.54,6869.29,6733.29,6802.94,6902.21,6648.62,6667.59,6612.12,6723.36,6891.02,6835.99,6601.91,6928.13
2025-06-20T01:18:00,6842.06,6696.74,6669.64,7658.42,6639.01,7073.36,6787.7,6747.07,6719.63,7018.26,6833.31,7028.14,6917.79,6781,6832.15,6925.96,6774.79,6747.41,6764.07,6829.19,6690.7,6949.92,6784.79,6736.4,6644.43,6828.19,6802.09,7595.72,6805.18,6547.25,6953.88,6753.01,6679.09,6912.76,7364.17,6775.95,6751.36,6890.6,6868.8,6733.76,6801.72,6901.06,6647.3,6666.51,6611.72,6723.64,6890.04,6835.27,6600.96,6927.52
2025-06-20T01:21:00,6843.53,6695.58,6669.66,7655.94,6639.7,7072.57,6786.87,6745.51,6719.68,7018.13,6831.48,7027.5,6914.71,6779.9,6832.92,6924.56,6773.39,6748,6762.94,6828.98,6689.47,6948.98,6784.23,6739.71,6643.55,6827.91,6801.37,7595.29,6804.61,6546.89,6952.44,6753.03,6680.88,6914.66,7363.92,6778.53,6753.72,6893.37,6866.3,6732.99,6802.41,6900.7,6646.17,6667.11,6610.57,6723.69,6890.49,6835.47,6601.29,6923.76
2025-06-20T01:24:00,6844.67,6695.14,6670.86,7657.2,6639.61,7071.99,6787.07,6746.74,6718.27,7019.13,6831.24,7029.24,6912.89,6780.96,6832.6,6925.28,6772.93,6747.68,6762.71,6827.29,6689.79,6947.92,6784.24,6737.07,6642.91,6828.97,6801.23,7594.91,6805.07,6545.9,6952.28,6753.53,6680.48,6913.73,7369.24,6776.82,6751.75,6891.58,6868.52,6732.72,6802.42,6901.81,6647.82,6666.94,6610.96,6722.99,6890.99,6835.52,6601.74,6924.82
2025-06-20T01:27:00,6843.06,6695.27,6670.92,7655.71,6640.33,7073.09,6785.55,6746.36,6718.5,7017.91,6832.18,7029.05,6912.67,6780.72,6832.14,6924.25,6771.74,6747.64,6762.67,6829.61,6688.88,6947.86,6785.18,6736.12,6642.79,6829.13,6801.06,7594.89,6804.54,6545.75,6952.54,6753.3,6678.79,6912.92,7368.56,6777.14,6752.95,6889,6868.47,6733.19,6801.69,6901.05,6646.91,6667.48,6611.52,6723.96,6890.7,6835.07,6601.45,6924.35
2025-06-20T01:30:00,6842.1,6695.3,6670.56,7655.92,6639.31,7073.08,6786.59,6745.6,6719.32,7018.49,6831.16,7029.36,6911.75,6780.22,6831.98,6924.34,6772.54,6749.77,6762.69,6827.11,6688.42,6947.49,6784.48,6737.32,6642.61,6828.64,6800.75,7595.08,6804.46,6544.69,6951.13,6753.39,6680.09,6912.45,7367.95,6778.04,6752.23,6891.45,6868.16,6733.42,6801.36,6901.45,6645.26,6666.51,6610.51,6722.42,6891,6835.77,6601.92,6924.29
2025-06-20T01:33:00,6842.87,6695.13,6673.48,7655.14,6639.8,7072.25,6786.34,6746.7,6719.48,7018.16,6831.52,7029.11,6910.77,6780.58,6831.61,6924.08,6773.28,6746.39,6762.56,6828.31,6688.17,6946.36,6785.74,6736.8,6641.71,6828.69,6800.65,7594.24,6803.89,6544.69,6952.04,6753.71,6679.97,6912.19,7367.25,6777.89,6751.77,6889.33,6869.07,6733.12,6800.25,6900.43,6645.7,6666.76,6611.76,6720.86,6890.82,6834.56,6600.71,6924.96
2025-06-20T01:36:00,6841.9,6694.28,6667.47,7655.37,6639.72,7073.13,6785.67,6746.72,6719.24,7017.57,6830.87,7029.68,6910.24,6780.1,6832.19,6925.35,6776.07,6750.91,6760.52,6828.02,6687.46,6946.84,6783.54,6737.26,6643,6827.73,6801.51,7595.37,6804.73,6544.98,6951.02,6754.04,6680.55,6915.4,7366.24,6779.02,6752.54,6891.33,6866.27,6732.9,6801.07,6900.91,6645.22,6667.49,6609.43,6720.98,6891.73,6835.87,6600.62,6921.31
2025-06-20T01:39:00,6842.55,6695.04,6671.93,7655.28,6640.55,7071.79,6785.63,6747.15,6719.15,7017.74,6831.9,7028.88,6909.65,6780.59,6833.12,6923.54,6779.31,6747.3,6762.84,6827.91,6687.32,6948.49,6785.32,6734.83,6641.43,6827.18,6800.76,7594.86,6803.82,6545.69,6951.95,6754.66,6679.67,6914.09,7367.11,6776.25,6752.38,6889.98,6868.17,6731.94,6800.51,6900.37,6644.76,6666.52,6611.33,6721.13,6890.4,6835.79,6600.14,6924.21
2025-06-20T01:42:00,6842.56,6694.77,6670.09,7655.48,6639.61,7072.34,6785.63,6746.01,6719.18,7017.81,6831.07,7029,6909.81,6780.11,6832.02,6922.82,6777.89,6748.65,6761.73,6828.76,6687.37,6946.73,6782.37,6735.15,6641.61,6827.1,6800.63,7593.31,6803.97,6544.88,6952.51,6753.11,6678.28,6913.82,7364.52,6777.53,6756.01,6889.84,6868.54,6734.23,6800.73,6899.95,6646.14,6666.75,6610.36,6720.65,6891.15,6835.69,6601.2,6924.48
2025-06-20T01:45:00,6843.11,6694.7,6671.77,7657.05,6639.51,7072.11,6785.4,6746.7,6718.79,7018.33,6831.28,7028.05,6910.05,6779.85,6832.71,6924.48,6777.34,6748.75,6763.16,6830.27,6687.69,6945.72,6783.28,6735.19,6642.47,6827.07,6800.2,7594.11,6803.77,6546.12,6952.57,6752.55,6678.32,6914.09,7364.79,6776.95,6753.49,6889.73,6870.54,6732.41,6800.37,6898.78,6648.06,6662.06,6611.32,6720.49,6890.6,6835.97,6599.97,6925.52
2025-06-20T01:48:00,6843.46,6694.63,6672.2,7656.96,6638.4,7070.83,6785.97,6746.79,6719.19,7018.99,6832.27,7028.73,6910.37,6780.41,6831.95,6924.38,6778.72,6747.35,6763.2,6828.37,6686.44,6947.57,6785.26,6738.75,6641.21,6826.61,6799.54,7593.67,6807.71,6545.3,6952.41,6752.29,6677.87,6913.61,7366.06,6777.25,6752.78,6888.04,6869.57,6731.99,6800.83,6900.1,6646.25,6661.55,6610.45,6719.64,6890.29,6834.79,6600.18,6925.24
2025-06-20T01:51:00,6842.33,6694.07,6672.13,7657.44,6638.5,7072.88,6785.63,6746.13,6718.58,7017.17,6830.55,7027.6,6909.85,6779.49,6832.3,6923.23,6778.66,6746.77,6761.8,6829.04,6686.3,6947.13,6784.38,6736.66,6641.87,6828.05,6800.69,7594.47,6807.78,6544.29,6952.05,6753.37,6678.43,6913.08,7364.83,6776.79,6752.78,6887.73,6868.22,6732.67,6801.43,6898.92,6644.25,6663.08,6611.54,6721.37,6889.93,6835.27,6601.35,6923.03
2025-06-20T01:54:00,6841.76,6694.8,6668.4,7658.71,6640.06,7071.36,6783.75,6746.31,6719.42,7016.57,6832.14,7028.18,6908.65,6780.12,6832.17,6923.4,6776.63,6749.75,6762.39,6829.4,6686.52,6947.22,6781.88,6736.03,6641.99,6825.71,6800.11,7594.02,6806.53,6543.42,6951.74,6753.81,6678.64,6915.31,7364.94,6777.99,6753.55,6888.65,6870.08,6733.38,6799.96,6898.98,6644.82,6662.84,6611.05,6719.74,6890.35,6835.61,6598.71,6926.46
2025-06-20T01:57:00,6842.33,6693.88,6672.98,7657.76,6639.79,7072.03,6785.41,6747.79,6719.03,7016.75,6830.51,7029.17,6909.91,6779.65,6831.19,6923.52,6778.44,6747.87,6762.73,6827.79,6686.66,6947.11,6780.51,6736.86,6641.63,6827.75,6801.18,7594.3,6807.17,6543.86,6952.19,6753.28,6678.81,6914.16,7364.33,6778.17,6753.14,6888.73,6867.51,6734,6801.21,6899.51,6645.33,6663.45,6611.01,6721.52,6890.71,6834.6,6600.95,6922.09
2025-06-20T02:00:00,6842.33,6693.65,6671.56,7655.21,6641.06,7071.94,6785,6746.7,6719.26,7018,6830.85,7029.17,6909.32,6778.91,6831.84,6924.16,6777.3,6748.32,6761.84,6828.01,6685.94,6946.44,6781.1,6737.16,6640.25,6827.25,6801.8,7593.87,6806.5,6542.4,6952.09,6753.48,6678.45,6914.35,7362.99,6776.95,6753.2,6888.36,6867.48,6733.68,6801.91,6899.09,6644.99,6661.91,6610.66,6720.38,6889.93,6834.41,6599.65,6922.89
2025-06-20T02:03:00,6896.46,6764.45,6724.91,7694.75,6691.09,7138.02,6834.96,6782.45,6781.5,7106.9,6880.65,7097.03,6989.99,6850.99,6884.73,6984.77,6824.67,6811.14,6807.84,6904.8,6754.79,7010.81,6846.13,6801.65,6703.42,6885.62,6871.37,7651.05,6870.05,6615.68,7027.26,6818.8,6748.26,6980.55,7433.58,6824.98,6805.87,6951.18,6927.27,6805.79,6853.91,6955.59,6702.94,6733.24,6672.36,6776.02,6968.23,6902.27,6669.2,6986.63
2025-06-20T02:06:00,6855.07,6714.38,6679.12,7672.23,6647.33,7086.43,6800.12,6750.71,6739.44,7047.96,6845.07,7049.5,6936.99,6795.29,6847.2,6943.96,6785.48,6772.48,6770.82,6848.6,6713.33,6968.82,6801.27,6757.47,6660.43,6847.02,6823.16,7614.98,6820.38,6569.56,6981.33,6779.93,6700.75,6949.58,7391.27,6792.4,6761.41,6909.1,6884.59,6759,6820.28,6915.88,6660.85,6684.66,6625.53,6736.75,6921.02,6857.84,6624.33,6942.53
2025-06-20T02:09:00,6850.1,6706.56,6675.21,7670.22,6644.43,7084.58,6796.79,6751.11,6734.13,7040.93,6839.65,7038.92,6928.62,6789.86,6844.14,6937.9,6785.89,6764.67,6768.73,6842.96,6706.23,6962.74,6795.08,6749.05,6654.66,6840.47,6814.29,7609.35,6813.62,6562.22,6970.99,6771.63,6695.37,6936.79,7384.65,6789.44,6758.09,6903.88,6882.55,6750.24,6816.51,6911.09,6658.39,6675.62,6618.01,6736.18,6910.07,6851.41,6618.81,6937.95
2025-06-20T02:12:00,6847.7,6703.85,6674.39,7670.27,6643.58,7081.61,6794.91,6749.33,6733.81,7034.08,6839.14,7036.33,6925.17,6788.38,6842.39,6934.25,6783.65,6760.7,6769.24,6841.13,6701.93,6958.58,6793.07,6747.47,6652.82,6839.01,6811.24,7605.18,6811.55,6559.64,6969.46,6765.66,6692.6,6928.84,7381.11,6787.59,6757.48,6900.54,6881.76,6745.75,6814.28,6909.27,6657.86,6674,6616.41,6734.4,6902.64,6847.79,6613.98,6935.91
2025-06-20T02:15:00,6847.44,6703.21,6676.61,7667.22,6643.06,7080.6,6794.31,6750.15,6730.7,7029.58,6838.6,7034.17,6922.78,6791.16,6841.45,6934.91,6784.67,6756.66,6767.06,6838.3,6699.34,6955.29,6790.5,6746.63,6652.1,6841.12,6811.58,7603.03,6812.27,6555.95,6964.41,6763.3,6691.79,6922.99,7377.63,6784.42,6757.55,6899.7,6875.31,6743.12,6815.65,6908.42,6656.35,6672.07,6615.99,6733.95,6900.01,6847.33,6610.52,6933.47
2025-06-20T02:18:00,6846.25,6702.27,6676.37,7665.64,6643.11,7080.18,6792.91,6748.94,6728,7027.34,6837.87,7034.73,6920.05,6789.22,6839.9,6932.04,6783.24,6756.68,6766.65,6838.03,6697.44,6953.27,6788.98,6745.13,6652.99,6841.44,6809.35,7603.42,6811.23,6554.31,6962.75,6761.2,6690.94,6920.7,7374.85,6783.82,6753.51,6900.15,6874.37,6744.47,6811.02,6907.02,6655.15,6671.54,6614.86,6732.04,6897.74,6848,6609.98,6930.53
2025-06-20T02:21:00,6846.75,6701.07,6672.21,7664.93,6641.68,7080.2,6791.62,6750.93,6727.85,7025.85,6837.77,7035.31,6921.23,6787.97,6838.77,6933.14,6780.34,6757,6767.65,6835.92,6696.32,6953.42,6789.42,6743.99,6651.19,6838.28,6807.95,7602.8,6810.34,6554.05,6962.64,6759.38,6689.37,6918.54,7375.02,6782.23,6755.14,6898.76,6875.24,6744.64,6809.92,6906.74,6656.16,6672.22,6614.78,6731.38,6896.39,6848.14,6606.73,6929.35
